NIK|TANGGAL|JAM|STATUS
NAG.001135|2018-12-26|7:08:00 AM|IN
NAG.001135|2018-12-26|4:01:00 PM|OUT
NAG.001219|2018-12-26|7:07:00 AM|IN
NAG.001219|2018-12-26|3:45:00 PM|OUT
NAG.001309|2018-12-26|7:09:00 AM|IN
NAG.001309|2018-12-26|3:46:00 PM|OUT
NAG.001319|2018-12-26|6:57:00 AM|IN
NAG.001319|2018-12-26|3:44:00 PM|OUT
NAG.001433|2018-12-26|6:57:00 AM|IN
NAG.001433|2018-12-26|4:52:00 PM|OUT
NAG.001509|2018-12-26|6:59:00 AM|IN
NAG.001509|2018-12-26|3:59:00 PM|OUT
NAG.001576|2018-12-26|6:46:00 AM|IN
NAG.001576|2018-12-26|4:15:00 PM|OUT
NAG.001614|2018-12-26|6:44:00 AM|IN
NAG.001614|2018-12-26|5:02:00 PM|OUT
NAG.001700|2018-12-26|7:03:00 AM|IN
NAG.001700|2018-12-26|3:44:00 PM|OUT
NAG.001764|2018-12-26|7:02:00 AM|IN
NAG.001764|2018-12-26|3:56:00 PM|OUT
NAG.001778|2018-12-26|6:54:00 AM|IN
NAG.001778|2018-12-26|3:57:00 PM|OUT
NAG.001808|2018-12-26|6:44:00 AM|IN
NAG.001808|2018-12-26|5:28:00 PM|OUT
NAG.001895|2018-12-26|7:03:00 AM|IN
NAG.001895|2018-12-26|3:49:00 PM|OUT
NAG.001925|2018-12-26|6:31:00 AM|IN
NAG.001925|2018-12-26|3:47:00 PM|OUT
NAG.001966|2018-12-26|7:09:00 AM|IN
NAG.001966|2018-12-26|3:53:00 PM|OUT
NAG.001973|2018-12-26|7:09:00 AM|IN
NAG.001973|2018-12-26|4:45:00 PM|OUT
NAG.001990|2018-12-26|6:53:00 AM|IN
NAG.001990|2018-12-26|4:55:00 PM|OUT
NAG.002001|2018-12-26|6:37:00 AM|IN
NAG.002001|2018-12-26|5:24:00 PM|OUT
NAG.002033|2018-12-26|6:51:00 AM|IN
NAG.002033|2018-12-26|4:16:00 PM|OUT
NAG.002136|2018-12-26|6:38:00 AM|IN
NAG.002136|2018-12-26|3:47:00 PM|OUT
NAG.002212|2018-12-26|6:26:00 AM|OUT
NAG.002212|2018-12-26|4:04:00 PM|OUT
NAG.002212|2018-12-26|4:18:00 PM|OUT
NAG.002212|2018-12-26|4:18:00 PM|OUT
NAG.002216|2018-12-26|6:54:00 AM|IN
NAG.002216|2018-12-26|4:06:00 PM|OUT
NAG.002250|2018-12-26|6:47:00 AM|IN
NAG.002250|2018-12-26|4:07:00 PM|OUT
NAG.002413|2018-12-26|6:31:00 AM|IN
NAG.002413|2018-12-26|6:32:00 AM|IN
NAG.002413|2018-12-26|4:10:00 PM|OUT
NAG.000351|2018-12-26|6:57:00 AM|IN
NAG.000351|2018-12-26|4:31:00 PM|OUT
NAG.000399|2018-12-26|7:02:00 AM|IN
NAG.000399|2018-12-26|5:01:00 PM|OUT
NAG.000399|2018-12-26|5:04:00 PM|OUT
NAG.000445|2018-12-26|7:05:00 AM|IN
NAG.000445|2018-12-26|5:02:00 PM|OUT
NAG.000492|2018-12-26|7:05:00 AM|IN
NAG.000492|2018-12-26|5:06:00 PM|OUT
NAG.000610|2018-12-26|7:13:00 AM|IN
NAG.000610|2018-12-26|3:52:00 PM|OUT
NAG.000645|2018-12-26|7:09:00 AM|IN
NAG.000645|2018-12-26|3:37:00 PM|OUT
NAG.000677|2018-12-26|7:06:00 AM|IN
NAG.000677|2018-12-26|5:06:00 PM|OUT
NAG.000759|2018-12-26|6:41:00 AM|IN
NAG.000759|2018-12-26|3:50:00 PM|OUT
NAG.000817|2018-12-26|6:32:00 AM|IN
NAG.000817|2018-12-26|3:43:00 PM|OUT
NAG.000136|2018-12-26|6:59:00 AM|IN
NAG.000136|2018-12-26|5:35:00 PM|OUT
NAG.000960|2018-12-26|7:12:00 AM|IN
NAG.000960|2018-12-26|3:57:00 PM|OUT
